#'chr'	'start'	'end'	'star_101.bam'	'star_101_sponge.bam'
chrX	79765500	79789600	140238.0	138994.0
chr18	78436900	78438700	53836.0	50419.0
chr14	23033300	23098600	765898.0	765864.0
chr12	132455100	132465200	128572.0	128567.0
chr4	7863000	7865000	87303.0	87305.0
chrX	52175000	52228100	463996.0	462849.0
chr16	34272000	34633100	44486706.0	5709417.0
chr14	45477100	45482500	47005.0	46570.0
chr14	34537100	34562600	528362.0	517989.0
chrX	6933400	6938700	42061.0	41467.0
chrX	117874100	117880000	65627.0	64522.0
chrX	114701600	114724300	145354.0	144513.0
chrX	86046600	86076600	174883.0	174837.0
chr3	40219400	40240500	168604.0	168207.0
chr7	145996400	146018600	172229.0	170819.0
chrX	111416100	111418000	9545.0	9545.0
chr12	132223300	132243400	180923.0	181090.0
chr3	89345600	89370500	202932.0	200763.0
chr21	10650900	12965800	3850023.0	2765874.0
chr7	58031800	60997400	10210863.0	9674410.0
chrX	68217300	68230200	106577.0	104884.0
chr9	70037200	70039600	47411.0	21287.0
chr22	10687700	11428100	8071752.0	5972151.0
chr21	43212400	43280900	207259.0	207223.0
chr13	16087600	16165300	5052217.0	4887400.0
chr5	63320900	63335500	100915.0	100649.0
chr5	60759700	60762500	23721.0	23621.0
chr3	97905100	97923200	166436.0	165299.0
chr3	135437200	135439100	17401.0	16778.0
chr3	106665700	106669700	49022.0	46702.0
chrX	137436600	137439300	15179.0	15192.0
chr14	31793800	31798100	37756.0	36976.0
chr14	18695400	19724300	15109028.0	14901998.0
chrX	127362200	127368300	62432.0	59803.0
chrX	103851800	103897800	291451.0	290455.0
chr11	10506900	10511100	104364.0	70628.0
chr16	36225200	46423000	100993455.0	8113593.0
chr14	101674400	101676400	24509.0	24207.0
chr3	171626600	171637700	101279.0	100855.0
chr15	20005600	22606300	27864697.0	27331842.0
chrX	107515800	107517200	10258.0	10228.0
chr12	113079600	113081500	17067.0	17066.0
chr14	106326900	106367700	544513.0	539203.0
chr3	36987500	36995000	127537.0	127533.0
chr18	105200	113200	3314195.0	749917.0
chr12	131576000	131589700	263526.0	264060.0
chrX	109985900	109987300	11542.0	11529.0
chr14	37351000	37356700	56785.0	56416.0
chrX	14286500	14289300	23492.0	23283.0
chr19	8740100	8800500	3194737.0	2359963.0
chr7	904700	907100	156469.0	121754.0
chrX	52442800	52538100	952641.0	948867.0
chr8	67584500	67592700	64824.0	63942.0
chr4	189232500	189236300	236131.0	116121.0
chrX	130567700	130572000	36706.0	35767.0
chr3	103224300	103236500	104686.0	102666.0
chr2	64359300	64377000	218218.0	218221.0
chrX	137074700	137079100	35044.0	34596.0
chr2	10952800	10955000	80083.0	80067.0
chrX	118009000	118037800	200831.0	199406.0
chrX	118070900	118072700	22006.0	21907.0
chr5	1326100	1334600	221028.0	181628.0
chr9	39846200	40771100	14474322.0	14071830.0
chr22	11496900	11873100	3961095.0	2938561.0
chrX	131378300	131383300	54455.0	53331.0
chr5	111302100	111308300	70104.0	67389.0
chrX	34416800	34425900	49607.0	49382.0
chr11	28206300	28236700	244358.0	243932.0
chr6	38262000	38301600	345911.0	345574.0
chr17	26766800	26987200	3596331.0	1776145.0
chr5	106425500	106429500	41955.0	41515.0
chr2	130496800	130716400	2701596.0	2673614.0
chrX	70600000	70603800	43593.0	42477.0
chrX	70640600	70645000	43680.0	42127.0
chr6	160611700	160647400	2073369.0	1650764.0
chr5	177960500	177981400	266675.0	258712.0
chrX	71978800	71980500	14455.0	14409.0
chrY	10246200	11041200	4461964.0	1540817.0
chr12	371800	422400	486230.0	489307.0
chr16	34945600	35072500	858620.0	785937.0
chrX	102188700	102489200	2917008.0	2914231.0
chr18	46961600	47031700	1514383.0	1501572.0
chr17	1061500	1066100	103271.0	103291.0
chr3	38083400	38085400	41769.0	26480.0
chr19	27337600	27427400	1216418.0	907248.0
chr5	85641800	85662700	158278.0	156678.0
chr5	45522900	45525200	23042.0	22496.0
chr6	39455800	39460500	43916.0	43314.0
chr19	7449400	7452000	171684.0	28870.0
chrX	138300600	138302200	14144.0	13358.0
chr5	94567100	94570400	26890.0	32196.0
chr11	135075600	135086600	5992.0	5996.0
chrX	132284600	132320400	221007.0	220895.0
chr19	37264900	37304300	1687534.0	1167467.0
chr8	57204900	57216100	605533.0	598950.0
chr5	3322100	3325100	106355.0	106351.0
chr2	242005900	242011100	38951.0	42245.0
chr7	0	49600	914343.0	911633.0
chr5	6967700	6971700	43612.0	43190.0
chrX	140722400	140726100	57473.0	57451.0
chr20	47893800	47900200	176647.0	155486.0
chr7	152375800	152435100	875808.0	715738.0
chr6	115254900	115256800	16968.0	16617.0
chr21	46682700	46709900	498577.0	498044.0
chr18	52791800	52793800	12246.0	11182.0
chr2	112346200	112441300	1788366.0	1767934.0
chr3	170864300	170881400	181983.0	181687.0
chr4	40291700	40318200	382563.0	382463.0
chr15	17058500	19790100	4145325.0	3888364.0
chr2	234889800	234894400	53918.0	53630.0
chr15	84405300	84524700	3317431.0	3274003.0
chrX	83752100	83756900	32414.0	32085.0
chrX	106813900	106830900	106707.0	104363.0
chr14	46865300	46866500	11153.0	10948.0
chrX	126463700	126474200	55665.0	67437.0
chrX	154870000	154890200	201579.0	201451.0
chr7	158131400	158156200	297174.0	418806.0
chrX	122528400	122550000	118250.0	117688.0
chr18	15367200	20940300	20813164.0	20713676.0
chr4	554100	556500	72266.0	72286.0
chrX	7587600	7591800	35073.0	33532.0
chr6	61573200	61575100	12527.0	15621.0
chrX	55180400	55184500	20801.0	20806.0
chr2	109744600	110095200	5749282.0	5687206.0
chrX	155700400	155727500	195165.0	194475.0
chr3	15592100	15603300	137810.0	137791.0
chr15	72635200	72687100	1081960.0	1049889.0
chr4	166554300	166581300	296542.0	242664.0
chr14	26629300	26634900	61757.0	60923.0
chr12	131475300	131478600	69360.0	69357.0
chrX	152173800	152175100	11658.0	11641.0
chr12	124905900	124941800	631896.0	631322.0
chr6	51874900	51901300	206879.0	205777.0
chr3	121933800	121936400	31521.0	31122.0
chr1	236713000	236715600	8896.0	8897.0
chrX	19940200	19946300	58722.0	57686.0
chrX	127116700	127122600	62319.0	61563.0
chr3	122837000	122838700	17584.0	17316.0
chr20	0	67900	96553.0	92158.0
chr21	9159900	9735300	7169993.0	6617020.0
chr14	74711700	74729000	154697.0	154476.0
chr12	34715400	37269100	14544305.0	14435698.0
chr6	44180600	44182900	108407.0	108321.0
chr4	55327200	55329200	16435.0	16451.0
chr5	134922500	134929400	90578.0	429131.0
chrX	153251200	153316400	647955.0	647596.0
chrX	0	329300	1787520.0	1804697.0
chr9	83222900	83226900	38720.0	37910.0
chr9	138222000	138394700	3876251.0	3630223.0
chr10	42279400	42322500	496295.0	436144.0
chr5	114156700	114158300	12384.0	12307.0
chr18	971000	976500	65464.0	64036.0
chrX	144404500	144475900	102649.0	102112.0
chr3	197030600	197035800	91260.0	86928.0
chr7	159334900	159345900	10018.0	9613.0
chr3	39366700	39386000	196846.0	196566.0
chr8	96171200	96173100	14909.0	14902.0
chr10	39901300	41712900	12420862.0	12173371.0
chrX	37628400	37633500	42802.0	41538.0
chr14	86593300	86595200	18374.0	18082.0
chr3	138575800	138595900	197874.0	197855.0
chr13	57140500	57172500	182900.0	182775.0
chrX	63129600	63290600	1402135.0	1400418.0
chr14	44025100	44027200	17273.0	17249.0
chr1	125067600	125086000	483056.0	262224.0
chr11	73509800	73511700	16860.0	16809.0
chr3	14091000	14092500	14193.0	14193.0
chr9	85164800	85166100	7655.0	7524.0
chrX	125927600	125937100	54819.0	54568.0
chr3	16176800	16179200	38457.0	38457.0
chr19	34386800	34393500	79980.0	78141.0
chr8	43937900	45969600	4482828.0	4512007.0
chr4	162420500	162422400	11221.0	11649.0
chr15	101752300	101764800	116009.0	211731.0
chr5	139005500	139011600	74794.0	73820.0
chr15	32153700	32626200	6392927.0	6327858.0
chr2	32865900	32869900	29722.0	28520.0
chrX	73887000	73891300	47396.0	46680.0
chr3	75630100	75707800	1058333.0	655837.0
chr8	85642100	85829300	13723832.0	10768930.0
chr11	77885600	77887600	19058.0	19045.0
chr1	121605200	124938900	104310068.0	111599512.0
chr4	1427000	1468900	249905.0	277737.0
chrX	362400	388500	258914.0	248744.0
chr6	26669200	26832300	2518408.0	2486567.0
chrX	86970000	86975600	48415.0	47951.0
chr12	20550500	20552400	16697.0	13359.0
chr5	69540700	71359500	52202128.0	49536503.0
chrX	141000400	141108300	998866.0	998210.0
chr5	34177900	34244800	1860286.0	1703668.0
chr16	90100500	90338300	3880826.0	3626118.0
chr10	0	45700	536912.0	524216.0
chrX	58467900	62522800	9732245.0	9680624.0
chr3	19499700	19504000	44962.0	44641.0
chrX	109034800	109069100	195346.0	194580.0
chr3	195477900	195507300	455289.0	494311.0
chr15	30066300	30627500	8106874.0	8018111.0
chrX	94863600	94868300	40755.0	39975.0
chr6	157309500	157324800	441163.0	441080.0
chr3	197454700	197460800	143085.0	123579.0
chr8	88685900	88691700	55940.0	54700.0
chr5	647600	651700	73466.0	73458.0
chr2	132353600	132364500	139318.0	117623.0
chr3	16679700	16682500	30349.0	29970.0
chr2	241589300	241591800	54950.0	29056.0
chrX	148123500	148129000	51541.0	50717.0
chr2	226108500	226110400	15658.0	15642.0
chrX	142892300	142911600	100111.0	99867.0
chr17	43227600	43324300	3400289.0	2449901.0
chr8	7209800	7914700	7804820.0	7513981.0
chr2	86900700	87078100	2814524.0	2794487.0
chr5	146610000	146615500	35267.0	34900.0
chr2	161277700	161283400	85028.0	57565.0
chr3	183955400	183958700	48481.0	47345.0
chrX	155299600	155305100	53286.0	52400.0
chr6	861500	864200	32364.0	27792.0
chr3	122735500	122796600	541095.0	540612.0
chr12	20768400	20770300	11281.0	11267.0
chr5	46708100	50165300	32275581.0	13747686.0
chrX	1200600	1209400	76861.0	71552.0
chrX	1249200	1269000	159685.0	156963.0
chrX	1289500	1298900	122586.0	119296.0
chr6	33484600	33486400	22493.0	22031.0
chr3	195616000	195750100	2248675.0	2095199.0
chr3	75736400	75754600	135869.0	126182.0
chr17	0	137600	1599710.0	1513152.0
chr9	38824200	39089400	3395324.0	3240404.0
chrX	16498100	16503400	40954.0	40549.0
chr10	38481300	38596500	1053645.0	773523.0
chrX	51202300	51268100	358451.0	356121.0
chr19	44393300	44416700	178055.0	176911.0
chr3	24053500	24054900	16115.0	15979.0
chr10	133625800	133797400	3499912.0	1498415.0
chr10	41838900	42107300	42921047.0	21138826.0
chr9	76174300	76176200	14932.0	14446.0
chr8	144124800	144137600	163919.0	136106.0
chr19	7019100	7061300	739401.0	722668.0
chr2	87119300	87189800	890565.0	886557.0
chr7	61017800	61075200	721501.0	617195.0
chr15	23125400	23357400	3438926.0	3353337.0
chrX	50019400	50033700	107462.0	105940.0
chrX	50056700	50066100	88720.0	87593.0
chrX	82849700	82859300	55812.0	55649.0
chr22	49972700	49975300	38454.0	38460.0
chr2	89235300	89947100	7003626.0	5953601.0
chr3	90156400	90175500	178132.0	176496.0
chr3	101674800	101698400	290924.0	289656.0
chr7	102474700	102686400	6894795.0	6707891.0
chr11	3652800	3655600	157640.0	157731.0
chr12	61471100	61473000	28537.0	28691.0
chr3	111019500	111024600	62302.0	61345.0
chr6	143799900	143801800	18661.0	18662.0
chr2	97106300	97615800	5833517.0	5623294.0
chr5	161606000	161611700	52196.0	51893.0
chr14	54235600	54240000	43021.0	42716.0
chr3	49671000	49696700	292378.0	288907.0
chr5	2144600	2147800	85032.0	87306.0
chrX	143352000	143356500	30177.0	29946.0
chr17	19025700	19237400	5462946.0	5408387.0
chr21	10013900	10069600	729486.0	723982.0
chr21	10094700	10505100	6472738.0	4690186.0
chr3	166228200	166232400	50484.0	49459.0
chr2	242110100	242193500	1540182.0	1455537.0
chr2	21903500	21906400	28569.0	27841.0
chr2	95849400	96067900	2852673.0	2614191.0
chr22	16258000	16385800	1599256.0	1145651.0
chr9	66959000	68398100	15750879.0	15114544.0
chrX	10785000	10809700	139607.0	139047.0
chr3	66273800	66275200	15378.0	15244.0
chrX	142478000	142483800	47947.0	47589.0
chr3	161001900	161014100	102998.0	102415.0
chrX	149437900	149441900	36146.0	34695.0
chr14	101267600	101272200	46402.0	45816.0
chrX	11218800	11221100	25919.0	25080.0
chrX	31077600	31082600	37349.0	36936.0
chr15	82321000	82374600	1028618.0	1010996.0
chr5	2489800	2491700	40910.0	40910.0
chr12	41362700	41364600	14979.0	14490.0
chr8	7940500	8075700	1656577.0	1585922.0
chr2	240308100	240310300	42089.0	42067.0
chr14	105616500	105618600	37409.0	23294.0
chr11	121175000	121187000	139247.0	112514.0
chr6	58432200	60242300	3986760.0	3980879.0
chr15	28304900	28683400	6840936.0	6668700.0
chr18	80257400	80373200	102700.0	96450.0
chr3	65697400	65699300	21063.0	20659.0
chrY	4343800	4345800	3432.0	3271.0
chr2	86655300	86661100	60428.0	59581.0
chr20	30995400	31246000	12754283.0	3896890.0
chrX	106755500	106769400	85790.0	85618.0
chr3	158511300	158513100	22642.0	22395.0
chr3	80876000	80894000	107939.0	106557.0
chr11	70370400	70372400	22435.0	20805.0
chr3	0	11600	414460.0	346532.0
chr2	90246300	91735500	18448545.0	10403996.0
chr3	15187200	15207800	243880.0	242925.0
chr11	61084500	61130400	440420.0	442015.0
chrX	3966700	3968700	13579.0	13513.0
chr12	2254900	2257000	222698.0	24602.0
chr3	174829200	174831800	26524.0	26513.0
chr8	75444100	75448200	43951.0	43488.0
chr14	57112100	57118100	55588.0	54916.0
chr5	78848400	78872800	233862.0	231496.0
chr7	158893100	158918100	304781.0	296751.0
chr8	99494900	99496800	16188.0	16047.0
chrX	74789000	74794000	56247.0	55177.0
chrX	67311800	67323800	81659.0	81337.0
chr5	548300	564100	188554.0	190335.0
chrX	723800	739500	149513.0	119455.0
chr5	178584600	178586600	58604.0	21338.0
chr5	78452400	78457600	60568.0	59489.0
chr3	195914100	196028300	1430109.0	1395097.0
chr1	168348600	168349900	33522.0	33035.0
chr6	1052800	1054800	27683.0	27691.0
chr7	224500	241300	206932.0	206907.0
chr9	64135000	65390600	13327760.0	12869012.0
chr15	82421200	82541700	2734124.0	2689889.0
chr17	294900	317900	388968.0	375962.0
chr3	78948800	78950500	16391.0	16354.0
chrX	109114900	109119400	39962.0	39417.0
chr3	26384800	26404100	204350.0	200134.0
chr14	0	18670900	5891295.0	5631365.0
chr3	108751100	108755100	25392.0	25024.0
chrX	1816200	1820600	39553.0	54220.0
chr3	4916700	4922500	43523.0	42080.0
chr9	41492300	41635600	2365658.0	2259163.0
chr3	139190800	139194700	37608.0	37250.0
chr4	146285100	146305300	176548.0	174940.0
chrY	11486600	11757800	5343766.0	1063054.0
chr3	187893900	187896100	32090.0	31790.0
chr17	45511500	45641300	2288094.0	2260651.0
chr7	158594300	158596200	21190.0	21190.0
chr3	3895200	3896700	14498.0	14323.0
chr7	45251000	45253000	16706.0	16550.0
chr18	74615900	74618100	54979.0	54989.0
chr8	12136900	12614300	6121676.0	5805754.0
chr19	58538700	58617600	1154622.0	1128202.0
chr14	88443700	88458100	134166.0	133600.0
chr3	65124100	65126100	21146.0	20664.0
chr18	47852300	47854300	13682.0	11926.0
chr9	108502000	108506600	57329.0	56604.0
chr3	155544100	155546700	29806.0	29481.0
chr11	50813600	54383000	16443503.0	16503740.0
chrX	57712300	57719700	47380.0	46941.0
chr3	170567000	170569900	30859.0	30582.0
chr3	38406100	38430900	211640.0	210714.0
chr17	448200	510900	241342.0	241227.0
chrX	14085100	14109500	158976.0	157326.0
chr8	143641400	143670500	308010.0	308021.0
chr3	136954600	136969200	120653.0	120018.0
chrX	78802400	78804500	15832.0	15636.0
chr6	61661900	61673400	80139.0	79658.0
chrX	72743200	73035800	2792751.0	2790889.0
chr3	90455400	91297100	7058762.0	7106687.0
chrX	89060200	89062700	18608.0	18419.0
chr4	190048600	190214500	4974553.0	2428779.0
chr13	18211000	18216100	997249.0	28838.0
chr3	133177100	133179800	23865.0	23760.0
chrX	51427500	51432400	47304.0	46552.0
chrX	129337600	129357900	145452.0	142591.0
chrX	129388400	129408400	141449.0	139874.0
chrX	36465200	36471200	64768.0	62853.0
chrX	1049100	1054300	70619.0	67505.0
chrX	1085100	1175500	733637.0	719298.0
chrX	155454000	155522000	677245.0	673632.0
chrX	74660000	74718100	351018.0	350105.0
chr3	194323600	194334900	175274.0	175269.0
chr5	176590700	176593000	78082.0	78082.0
chr7	56369500	56375600	2654177.0	2389246.0
chr3	197598400	197680900	1190120.0	1177676.0
chr5	123760300	123762200	13207.0	13276.0
chr5	25381400	25384300	29685.0	28990.0
chr5	21477600	21497600	1000553.0	860678.0
chr2	3179600	3182100	74731.0	50137.0
chr17	22745200	26629800	20013238.0	9296054.0
chr3	183016900	183019100	56370.0	56356.0
chr15	101892700	101991100	2406233.0	2306894.0
chr3	153236200	153241300	56518.0	56215.0
chrX	121263700	121268100	39146.0	38056.0
chrX	121299200	121300600	11151.0	11080.0
chr12	101147000	101155000	95211.0	93847.0
