#'chr'	'start'	'end'	'star_36.bam'	'star_36_sponge.bam'
chr7	67627830	67628213	2011.0	1141.0
chr2	168652433	168652813	1759.0	1012.0
chr3	29797534	29797914	1738.0	1006.0
chr22	11210951	11215489	1312276.0	42181.0
chr22	50086003	50086529	2712.0	1644.0
chr4	49246355	49246848	14916.0	3127.0
chr11	73510500	73510992	97129.0	2178.0
chr1	195288048	195288429	1275.0	711.0
chr4	14506099	14506467	2861.0	842.0
chr3	127005357	127005745	1890.0	1056.0
chr4	49708086	51743949	8378541.0	1719824.0
chr7	57879605	58032504	1547972.0	708847.0
chr1	227699752	227700133	1821.0	1009.0
chr10	45577925	45578305	1965.0	1096.0
chr11	64187168	64187556	3410.0	1714.0
chr19	46122944	46123324	1786.0	1036.0
chr5	94567275	94571098	419891.0	16299.0
chr13	31866923	31867303	1528.0	875.0
chr2	147244849	147245229	1529.0	798.0
chr2	147265034	147265432	22065.0	1130.0
chr13	53891451	53891831	1725.0	990.0
chr4	92701787	92702300	4626.0	1802.0
chr9	68251002	68251071	1577.0	848.0
chr10	123032371	123032751	1447.0	793.0
chr16	65701465	65701846	1851.0	1057.0
chr10	55626794	55627174	2706.0	1523.0
chr22	10863370	10863448	1411.0	481.0
chr22	46470112	46470493	1744.0	942.0
chr11	27850562	27850942	1827.0	1012.0
chr2	167378863	167379244	2356.0	1275.0
chr4	5404508	5404897	2170.0	1113.0
chr10	55597861	55600059	10139.0	5888.0
chr14	83587331	83587894	3197.0	1934.0
chr14	83588229	83589060	4619.0	2569.0
chr2	90379778	90402456	6249850.0	202421.0
chrY	10594583	10626838	70551.0	27650.0
chr9	31498260	31498640	1298.0	727.0
chr4	18949310	18949691	1578.0	948.0
chr1	628903	635104	21845345.0	17787.0
chr7	69331805	69332005	1194.0	688.0
chr7	69332037	69332438	2538.0	1515.0
chr7	69333013	69333393	1786.0	939.0
chr7	69333597	69334167	3220.0	1766.0
chr16	73161120	73161500	2431.0	1328.0
chr21	44474913	44475301	1811.0	1420.0
chr14	45238635	45239016	1935.0	1053.0
chr1	235520204	235520404	1264.0	748.0
chr1	235537405	235537785	1917.0	1085.0
chr1	235538899	235540112	9177.0	4397.0
chr1	235540243	235540623	2442.0	1408.0
chr1	235540886	235541649	4274.0	2444.0
chr7	18021726	18022106	2181.0	1209.0
chr10	42066792	42104971	9662639.0	1494980.0
chr3	3571912	3572292	1223.0	717.0
chr8	108533901	108534281	1514.0	837.0
chr2	130557359	130557607	3996.0	2116.0
chr2	130563142	130563396	4098.0	2170.0
chr12	80623983	80624183	1128.0	625.0
chr1	158872114	158872494	1089.0	591.0
chr8	102774315	102774695	2573.0	1417.0
chr16	34131996	34289269	2208626.0	871493.0
chr21	35890413	35890796	1810.0	1054.0
chr19	56922158	56922601	2100.0	1233.0
chr2	102505606	102505987	1907.0	1155.0
chr3	137095968	137096348	1615.0	935.0
chr4	140929567	140929947	3059.0	1663.0
chr2	32916201	32916632	756149.0	136895.0
chr10	26873147	26873538	5336.0	2579.0
chr1	237940595	237940979	1725.0	1040.0
chr1	237941045	237941514	15342.0	1624.0
chr1	237941893	237942746	4640.0	2491.0
chr1	237943028	237943416	2293.0	1309.0
chr1	237943490	237945232	59392.0	5834.0
chr1	237945285	237946507	47241.0	3867.0
chr1	237948983	237949365	1779.0	989.0
chr1	237951294	237951802	2298.0	1297.0
chr2	124680743	124681182	2477.0	1330.0
chr1	235870625	235871005	1804.0	965.0
chr1	214709795	214710175	1972.0	1068.0
chr4	49136056	49136102	110304.0	996.0
chr4	49141052	49141147	109215.0	2543.0
chr10	79411056	79411468	2802.0	1548.0
chr22	50806858	50808224	69472.0	28588.0
chr3	122688557	122688938	2194.0	1208.0
chr4	68050141	68050521	1735.0	1067.0
chr6	3943769	3944149	2232.0	1308.0
chr12	19795477	19795864	2719.0	1525.0
chr13	33516898	33517278	1686.0	956.0
chr20	29125977	29294639	1466285.0	658592.0
chr19	13362989	13363369	1545.0	880.0
chr1	8909610	8910014	3546.0	2084.0
chr2	94900639	94900840	2361.0	792.0
chr2	94901421	94901808	4253.0	1239.0
chr7	68736347	68736811	30264.0	1450.0
chr5	163146853	163147234	2642.0	1491.0
chr4	55327979	55328462	133693.0	1487.0
chr20	63644937	63645318	2375.0	1248.0
chr10	36432964	36433344	1868.0	1056.0
chr10	36434047	36435188	7299.0	3387.0
chr21	7201205	7327885	3426393.0	1037783.0
chr18	47853089	47853617	308907.0	1820.0
chr16	34919141	34919184	38853.0	1668.0
chr1	67971776	67972156	1838.0	1058.0
chr10	57668682	57669062	1553.0	944.0
chr15	40133887	40134759	5118.0	2982.0
chr4	161788291	161788671	1923.0	1108.0
chrY	9141870	9141995	213687.0	168.0
chr10	100057235	100058064	5310.0	2664.0
chr4	27730251	27730747	62161.0	1746.0
chr6	94446937	94447370	2444.0	1330.0
chr7	55369049	55369429	2079.0	1170.0
chr12	9923	10481	64188.0	25092.0
chr14	45430378	45430758	2338.0	1285.0
chr19	36271917	36272148	6858.0	1719.0
chr10	38481300	38596500	7510865.0	651612.0
chr2	110299106	110299346	3846.0	2080.0
chr5	111488864	111489244	1898.0	1079.0
chr8	61303079	61303460	1774.0	993.0
chr1	33818964	33819344	1651.0	931.0
chr13	75592084	75592468	1251.0	697.0
chr3	171534313	171534700	2867.0	1464.0
chr21	8595669	8595768	490.0	172.0
chr13	72344211	72344591	1531.0	920.0
chr2	16271753	16272134	2955.0	2164.0
chr2	67953669	67954049	2453.0	1061.0
chr16	38275767	38280684	88393.0	43309.0
chrX	129983338	129983538	738.0	397.0
chr3	142662232	142662612	2062.0	1156.0
chr2	24644617	24644997	1639.0	860.0
chr17	63076394	63076777	2013.0	1126.0
chr2	89272789	89273133	4891.0	2608.0
chr11	123139919	123140301	2237.0	1284.0
chr20	10441916	10442296	1991.0	1127.0
chr7	95851249	95851629	2057.0	1164.0
chr12	31247541	31247923	1606.0	954.0
chr12	31247963	31248343	2150.0	1185.0
chr9	82427689	82428071	3665.0	2162.0
chr1	93936365	93936747	2109.0	1238.0
chr1	93937447	93937827	1468.0	868.0
chr13	109423944	109424560	1175213.0	1280.0
chr1	38674335	38674715	1942.0	1100.0
chr8	36277446	36278060	2801.0	1685.0
chr8	36278272	36278791	4642.0	2057.0
chr8	36278835	36279634	3633.0	2095.0
chr17	54902920	54903301	2056.0	1142.0
chr3	166226563	166226945	1621.0	921.0
chr3	166232406	166232886	2018.0	1224.0
chr3	166232970	166233355	1749.0	971.0
chr13	56688341	56688749	2995.0	1434.0
chr2	89909317	89909789	6266.0	3353.0
chr2	54451654	54452034	3300.0	1861.0
chr19	24182199	27257542	2221699.0	1127394.0
chr9	18336471	18336854	1652.0	987.0
chr15	54583731	54584111	3153.0	1691.0
chr3	120721858	120722610	5973.0	3348.0
chr10	38782600	38967900	8506173.0	1193149.0
chr16	67590312	67590692	1450.0	764.0
chr5	166530241	166530641	51064.0	1002.0
chr17	53105552	53106565	719398.0	3915.0
chr5	170635389	170635774	2360.0	1241.0
chr4	49548607	49549100	14143.0	2940.0
chr3	90774880	91249595	2277704.0	1247724.0
chr8	32805708	32806092	1612.0	873.0
chr5	97678633	97679016	1412.0	831.0
chr3	106901799	106902741	4316.0	2719.0
chr3	106903188	106903605	2658.0	1580.0
chr12	123053921	123054301	1586.0	895.0
chr4	47772100	47772544	47001.0	1708.0
chr4	89731703	89732163	4868.0	1877.0
chrX	78561721	78561921	1791.0	996.0
chr6	29454054	29454435	1368.0	797.0
chr8	46827305	46827914	2583.0	1522.0
chr8	46828298	46829961	35648.0	5471.0
chr8	46830195	46831222	136614.0	3658.0
chr8	46837581	46837961	1752.0	1020.0
chr8	46838101	46838484	1975.0	1113.0
chr13	36065385	36065836	1961.0	1239.0
chr8	33010514	33010894	2147.0	1181.0
chr8	33011359	33014071	97426.0	8932.0
chr8	33014510	33014895	2030.0	1244.0
chr8	33015020	33015853	43931.0	2644.0
chr19	56691535	56691736	932.0	518.0
chr5	37164286	37164673	1897.0	1023.0
chrX	17116414	17116794	1274.0	711.0
chr11	24839563	24839944	1581.0	923.0
chr13	55971453	55971922	3699.0	1249.0
chr10	115056512	115056712	1159.0	590.0
chr4	41023064	41023448	1784.0	1094.0
chr5	136533606	136533986	1820.0	1047.0
chr7	68097607	68097990	2392.0	1410.0
chr3	90269605	90722189	4950317.0	2549666.0
chr13	95692549	95692935	1916.0	1287.0
chr13	95693013	95693215	774.0	478.0
chr13	95694449	95695698	6534.0	3762.0
chr13	95696145	95696512	2380.0	1319.0
chr10	133689373	133689523	219350.0	8200.0
chr2	143100621	143101005	1759.0	977.0
chrY	10316749	10544446	62013.0	28197.0
chr6	114377334	114377534	1037.0	592.0
chr3	125982519	125982900	2005.0	1085.0
chr16	69358523	69358990	47410.0	1811.0
chr2	92188125	94293463	8842112.0	4543679.0
chr4	112372589	112372969	1750.0	1007.0
chr9	9896970	9897350	2405.0	1082.0
chr11	50424039	50813393	2468990.0	1293098.0
chrX	126471558	126473451	654384.0	7082.0
chr14	40643840	40644220	1438.0	824.0
chr8	111248936	111249316	2086.0	1128.0
chr7	130116678	130117058	2280.0	1257.0
chr17	14171308	14171688	4615.0	2604.0
chr22	12691742	12694097	273095.0	14331.0
chr15	91960163	91960543	2692.0	1483.0
chr10	37600616	37601002	2700.0	1421.0
chr10	37601246	37601787	13762.0	1774.0
chr10	37601884	37602850	6891.0	3846.0
chr9	33656533	33658316	87503.0	7546.0
chr9	33658346	33659299	214798.0	4124.0
chr3	153658704	153659087	1716.0	1008.0
chr2	87824709	87825530	589201.0	1870.0
chr2	129090774	129091154	1707.0	951.0
chr17	26885752	26885795	70395.0	148.0
chr1	32043823	32044203	1886.0	1062.0
chr7	117263552	117264184	3241.0	1874.0
chr7	117264231	117264614	2147.0	1286.0
chrX	102772405	102772791	1523.0	794.0
chrX	102785904	102786287	1595.0	833.0
chrX	102798001	102798386	1110.0	621.0
chr6	96941571	96941951	1690.0	957.0
chr5	60761358	60762176	120936.0	2362.0
chr15	34715310	34715692	2075.0	1136.0
chr17	19597515	19597985	2722.0	1454.0
chr17	19598613	19599532	8586.0	4021.0
chr17	19599799	19600210	3148.0	1679.0
chr2	201212170	201212612	3407.0	1860.0
chr2	201212648	201212854	1274.0	768.0
chr2	201212903	201213386	3527.0	1839.0
chr2	201214659	201215040	2097.0	1239.0
chr15	58152409	58153114	3393.0	1956.0
chr15	58153292	58153690	2323.0	1392.0
chr15	58155859	58156155	1546.0	927.0
chr18	15457976	20865732	12186441.0	6493839.0
chr11	87813427	87814320	34857.0	2577.0
chr11	87815683	87816063	2167.0	1255.0
chrX	84403779	84404168	1753.0	809.0
chr6	122764824	122765204	1955.0	1118.0
chr9	117109914	117110296	1382.0	790.0
chr8	43237631	43242390	1802439.0	44579.0
chr3	96475262	96475643	1676.0	973.0
chr2	97189431	97189813	4485.0	2584.0
chr20	34688743	34689039	1972.0	1071.0
chr20	30744370	30744939	50804.0	3738.0
chr20	30746748	30747241	7138.0	1743.0
chr2	75063567	75063994	2895.0	1330.0
chrX	143543636	143544023	1333.0	735.0
chr1	125166231	125184683	11765526.0	479489.0
chr5	134923133	134928692	4679040.0	37958.0
chr17	20851029	20851409	2860.0	1579.0
chr6	61278527	61521106	2033588.0	1075106.0
chr1	146992422	146992802	2555.0	696.0
chr16	34571482	34597852	43529009.0	360527.0
chr7	142665099	142667846	562995.0	11341.0
chrY	10663669	10663716	102539.0	1411.0
chr1	233139985	233140365	1839.0	998.0
chr8	76645407	76645800	3913.0	1531.0
chr17	43997535	43997957	3306.0	1356.0
chr4	161449477	161449857	1821.0	1050.0
chr7	58166363	62995324	29926114.0	10967706.0
chr7	150131843	150132229	3786.0	2056.0
chr10	112894488	112894870	2009.0	1111.0
chr17	65555244	65555624	2063.0	1148.0
chr21	45376056	45376517	36524.0	2042.0
chrX	15727702	15728089	1949.0	939.0
chr18	52883627	52884007	1671.0	993.0
chr10	77166388	77166768	2250.0	1186.0
chr3	119947198	119947578	1878.0	1083.0
chr1	159295111	159295493	1626.0	990.0
chr9	92108965	92109347	3857.0	2279.0
chr18	8103913	8104113	1191.0	669.0
chr22	33819338	33819538	995.0	552.0
chr6	138133082	138133462	2148.0	1218.0
chr3	25467328	25467722	2554.0	1243.0
chr5	122338658	122339042	1782.0	1112.0
chr13	84521524	84522274	3136.0	1688.0
chr13	84522848	84523233	1619.0	948.0
chr6	61573960	61574809	287986.0	7474.0
chr1	170006204	170006584	2063.0	1167.0
chr6	132799554	132799939	2865.0	1611.0
chr4	49631231	49658125	12381409.0	379838.0
chr10	2235555	2235756	1028.0	621.0
chr7	104989516	104989896	2606.0	1479.0
chr5	79089860	79090240	2036.0	1066.0
chr21	8394767	8394902	40143.0	1759.0
chr21	8395471	8395591	106944.0	348.0
chr21	8396751	8397011	131328.0	6048.0
chr17	63393238	63393438	1590.0	938.0
chr11	8023287	8023667	2026.0	1129.0
chr17	19600300	19602064	90070.0	6468.0
chr17	19602160	19602545	2059.0	1182.0
chr17	19602886	19603595	75696.0	2440.0
chr17	19603847	19604047	1192.0	737.0
chr17	19604922	19605588	4541.0	2512.0
chr1	50017081	50017546	59073.0	1057.0
chr21	10014674	10015194	402670.0	2518.0
chr2	81666317	81666849	3186.0	1852.0
chr9	80564643	80565085	2598.0	1551.0
chr9	80565478	80565941	71348.0	1612.0
chr2	92081223	92081398	80784.0	2356.0
chr15	17058500	19838644	3933809.0	1852600.0
chr4	162421207	162421721	139755.0	1540.0
chr5	100045805	100055225	1084482.0	48311.0
chr18	2842087	2842534	175867.0	1396.0
chr6	88555202	88555591	2211.0	1063.0
chr15	52100391	52100771	3327.0	1752.0
chr3	96617014	96618680	1882002.0	6965.0
chr11	103403270	103403650	1766.0	1082.0
chr11	103404014	103404527	2406.0	1440.0
chr11	103404779	103405289	4332.0	1839.0
chr11	103405809	103406376	3485.0	1953.0
chr11	103406653	103407036	2008.0	1151.0
chr11	103407110	103407310	1114.0	707.0
chr11	103408089	103409893	113786.0	5908.0
chr11	103410074	103411211	8871.0	4376.0
chrY	11493053	11592850	7396935.0	421435.0
chr10	47633790	47634172	3556.0	2029.0
chr3	33548103	33548483	1992.0	1111.0
chr10	46706229	46706611	3561.0	2041.0
chr9	15866612	15866992	1769.0	992.0
chrY	11721528	11749472	2586721.0	160067.0
chr7	72088575	72088955	2135.0	1130.0
chrX	102802747	102803161	2193.0	1250.0
chrX	102809395	102809788	2082.0	1172.0
chr21	10650900	12965800	9512531.0	1667226.0
chr12	34665177	37429869	12088076.0	6174814.0
chr5	8619083	8619464	1756.0	986.0
chr5	8619927	8620307	1940.0	1106.0
chr5	8620707	8621192	3559.0	4761.0
chr5	8621953	8622333	1986.0	1105.0
chr5	8622354	8622753	38535.0	1182.0
chr4	32280109	32280489	2368.0	1346.0
chr3	177010776	177011156	1963.0	1065.0
chr2	94898976	94899645	56127.0	3183.0
chr6	54899048	54899248	1022.0	569.0
chr4	144379497	144379877	1428.0	794.0
chr1	73258720	73259100	1359.0	797.0
chr6	153666229	153666618	1717.0	1013.0
chr6	153667363	153667744	1873.0	1128.0
chr6	153668187	153668753	2324.0	1356.0
chr6	153669025	153669419	2462.0	1005.0
chr6	72747981	72748361	2184.0	1237.0
chr6	72799169	72799549	2035.0	1151.0
chr2	116751234	116751614	1808.0	1053.0
chr2	116752004	116752448	2350.0	1344.0
chr2	116752517	116752897	1393.0	794.0
chr22	32894952	32895345	2410.0	1310.0
chr5	123760111	123760622	2226.0	1292.0
chr5	123760719	123761918	157848.0	4409.0
chr9	43153721	45525161	9847755.0	3820193.0
chr21	8445918	8446080	68884.0	1915.0
chr21	8446629	8446729	27904.0	23.0
chr21	8446925	8447070	114099.0	62.0
chr17	22813591	26716670	8899656.0	3276814.0
chr2	1087103	1087484	2037.0	1096.0
chr8	56736733	56736933	1107.0	584.0
chr22	35885491	35885898	91212.0	1068.0
chr20	57357555	57358134	3866.0	2197.0
chr20	57358221	57359428	116782.0	5215.0
chr20	57359451	57360972	68335.0	7826.0
chr11	51081363	54424064	12761155.0	6711368.0
chr4	143347973	143348354	2066.0	1184.0
chr5	121030820	121031445	3045.0	2866.0
chr4	160044429	160044815	2257.0	1141.0
chr17	43251640	43251763	10750.0	6140.0
chr22	15940533	16085728	1644378.0	813961.0
chr4	183489243	183489623	1751.0	1023.0
chr14	86498937	86499317	1319.0	759.0
chr13	83688313	83688693	1751.0	1012.0
chr3	160947473	160948127	194943.0	1834.0
chrX	111416893	111417294	46220.0	754.0
chr2	121220135	121220515	2051.0	1093.0
chr17	22519042	22520149	7853.0	6373.0
chr17	22520322	22521025	4089.0	2026.0
chr17	22521116	22526407	790883.0	17158.0
chr17	22526636	22530152	72634.0	10707.0
chr17	22530381	22532156	9225.0	5408.0
chr17	22532315	22532940	3514.0	1483.0
chr17	22551066	22551446	3003.0	1674.0
chr5	32927394	32927776	1463.0	866.0
chr16	20720929	20721312	2776.0	1205.0
chr16	20721365	20721746	1956.0	1162.0
chr16	20722103	20722552	3160.0	1766.0
chr2	22316878	22317258	1979.0	1093.0
chr2	40784787	40785278	2570.0	1385.0
chr4	17061824	17062213	2391.0	1519.0
chr14	46048457	46048837	1889.0	1074.0
chr12	126583199	126583772	2748.0	1279.0
chr12	126584137	126584530	1669.0	746.0
chr5	137305006	137305387	1980.0	1143.0
chr12	41363462	41363903	294954.0	1261.0
chr2	155263345	155264313	71408.0	3055.0
chr2	155264362	155264562	1045.0	697.0
chr2	155264599	155264982	1740.0	979.0
chr8	20551162	20551554	2241.0	1090.0
chrX	4059512	4059712	552.0	308.0
chr14	84171262	84171729	2144.0	1233.0
chr14	84171838	84172846	7672.0	3881.0
chr14	84173508	84173969	2541.0	1274.0
chr14	84174279	84174691	2662.0	1612.0
chrX	70119464	70119845	1392.0	816.0
chrX	70127233	70127620	1442.0	809.0
chr2	140217229	140218044	4785.0	2315.0
chr2	140220209	140220840	3074.0	1656.0
chr2	140220940	140221140	1114.0	608.0
chr2	140221198	140222369	7996.0	3745.0
chr2	140222545	140223623	6178.0	3699.0
chr2	140223647	140224297	3790.0	2145.0
chrX	24375345	24375545	752.0	400.0
chr22	15153934	15211502	756521.0	389836.0
chr1	229019365	229019745	2054.0	1157.0
chr20	24024376	24024757	1775.0	983.0
chr19	246899	247452	9193.0	4761.0
chr21	8844362	8844855	11661.0	1986.0
chr21	8846669	8847382	19381.0	4100.0
chr4	157628391	157628774	2124.0	1103.0
chr4	64606369	64606752	1684.0	1066.0
chr4	64606841	64607360	2782.0	1763.0
chr4	64607395	64607789	1725.0	1069.0
chr4	64607976	64608801	36488.0	2226.0
chr4	64608937	64609326	1706.0	974.0
chr4	64609811	64610876	4670.0	2997.0
chr4	64611176	64611617	2098.0	1191.0
chr2	82814941	82815321	1831.0	1058.0
chr2	82815451	82816236	4899.0	2339.0
chr2	82816261	82816647	2295.0	1199.0
chr2	82818378	82818748	2150.0	1256.0
chr2	82820800	82821005	1045.0	648.0
chr17	43309853	43310048	2612.0	1446.0
chr17	43315021	43316491	14871.0	8006.0
chr6	126478329	126478709	1872.0	1072.0
chr11	47323881	47324333	2414.0	1327.0
chr8	133755390	133755856	3433.0	1699.0
chr16	34661168	34661267	69796.0	1636.0
chr2	102482582	102482962	1880.0	1063.0
chr12	101486970	101487350	1586.0	907.0
chr9	81747641	81748021	1838.0	1082.0
chr9	65048153	65079624	398933.0	202758.0
chr3	93705477	93800019	810386.0	399576.0
chr7	153968598	153968979	3567.0	2164.0
chr2	179739184	179739689	3869.0	1891.0
chr16	10719290	10720105	4769.0	2940.0
chr16	10720417	10720781	2286.0	1337.0
chr16	10721235	10721874	3579.0	2052.0
chr16	10721900	10722280	2315.0	1359.0
chr16	10723423	10723623	1001.0	569.0
chr16	10723815	10724200	2441.0	1295.0
chr16	10724415	10724654	1529.0	840.0
chr17	21851150	21992060	18592517.0	1179743.0
chr1	226652017	226652398	2105.0	1141.0
chrX	146995842	146996224	1461.0	835.0
chr1	191961694	191962163	2735.0	1515.0
chr2	36276769	36277149	1646.0	950.0
chr8	99495689	99496133	176138.0	1416.0
chr6	133150492	133150881	2576.0	1176.0
chr8	103082925	103083379	2822.0	1633.0
chr8	103083704	103084399	3502.0	1825.0
chr8	103084730	103085110	2311.0	1354.0
chr8	103085323	103085806	2284.0	1356.0
chr8	103086859	103087242	2165.0	1183.0
chr20	9168743	9169145	48182.0	1208.0
chr10	89786504	89786889	2137.0	1252.0
chr2	49229452	49230058	294234.0	2254.0
chr14	37490106	37490486	2874.0	1630.0
chr20	31157044	31159116	955233.0	27300.0
chr20	31161652	31223331	5714501.0	469334.0
chr20	31051540	31106909	16357695.0	808022.0
chrY	10744417	10921497	14173541.0	1994412.0
chr5	98409947	98410327	1858.0	1062.0
chr5	98410700	98411257	31255.0	2024.0
chr8	13353292	13353679	2495.0	1393.0
chr13	105488067	105488448	1562.0	943.0
chr6	133930809	133931190	2463.0	1327.0
chr1	106803432	106803816	1892.0	1042.0
chr1	106804021	106804224	1383.0	941.0
chr1	106804753	106805343	3616.0	1964.0
chr19	37572465	37572846	1740.0	959.0
chr19	37576134	37576516	1815.0	1041.0
chr2	33767290	33767703	107453.0	855.0
chr1	169473895	169474338	3300.0	1454.0
chr7	141801916	141802451	21919.0	2325.0
chr7	141802901	141803366	4429.0	1600.0
chr7	141804074	141804274	1504.0	866.0
chr7	141804814	141805507	64806.0	2569.0
chr4	155076906	155077288	1671.0	961.0
chr7	141173000	141173384	2145.0	1254.0
chr11	65069483	65069863	2348.0	1263.0
chr1	158449073	158449453	1848.0	1056.0
chr7	63094673	63095057	2721.0	1485.0
chr2	50588765	50589566	5154.0	2536.0
