#'chr'	'start'	'end'	'star_36.bam'	'star_36_sponge.bam'
chr17	408877	413311	34063.0	18450.0
chr1	53836600	53839634	23711.0	12790.0
chr17	78288846	78290509	15012.0	7942.0
chr14	34554182	34557375	43212.0	23705.0
chr2	95164271	95167262	22440.0	11963.0
chr5	132865418	132867805	19682.0	10859.0
chr17	63771497	63776618	38983.0	20883.0
chr3	101674878	101678672	29204.0	14742.0
chr3	101684933	101688256	26650.0	14407.0
chr17	3721632	3725285	24529.0	13161.0
chr15	42920504	42922239	14447.0	7517.0
chr3	196939602	196944780	37194.0	19945.0
chr6	110179370	110184570	33464.0	18197.0
chr19	19384132	19385894	11388.0	6226.0
chr2	148645019	148646579	12352.0	6743.0
chr4	52710699	52716367	37322.0	20556.0
chr5	180668473	180671719	19902.0	10675.0
chr4	183850669	183852683	22101.0	12064.0
chr11	126210278	126213340	21556.0	11807.0
chr11	68029251	68032334	24271.0	12756.0
chr21	33640598	33642766	17558.0	9447.0
chr7	118181676	118188069	41215.0	22353.0
chr3	172748433	172752087	24213.0	12878.0
chr1	50368003	50370209	17108.0	9284.0
chr4	51799911	51802337	78216.0	40463.0
chr11	66266536	66268787	16215.0	8578.0
chr11	66287928	66290440	19246.0	10299.0
chr3	115147142	115149742	15609.0	8514.0
chr1	31294903	31300835	41863.0	22804.0
chr19	55653335	55654855	13924.0	7583.0
chr4	49709078	51743951	8370136.0	1715280.0
chr7	155334062	155336235	63643.0	30984.0
chr10	37855419	37859514	26619.0	14308.0
chr7	905110	906642	77755.0	14285.0
chr8	41488728	41492545	24505.0	13300.0
chr3	14123182	14127120	29036.0	15684.0
chr3	14177244	14179850	19984.0	11035.0
chr17	5110680	5112944	15682.0	8383.0
chr17	49707158	49709264	17746.0	9511.0
chr17	49786956	49790346	29268.0	15679.0
chr10	38524986	38529905	724597.0	80869.0
chr12	119875794	119878891	21963.0	11718.0
chr9	79571053	79572466	9353.0	5125.0
chr3	143969459	143978443	53739.0	29035.0
chr12	119666257	119669036	18468.0	9992.0
chr10	69122912	69126063	21414.0	11532.0
chr10	69178119	69181661	30116.0	15977.0
chr22	50242001	50245287	21056.0	11370.0
chr19	12548787	12553169	29854.0	16153.0
chr13	30615002	30619204	29986.0	16705.0
chr8	65632847	65635667	19642.0	10437.0
chr8	65642934	65645800	21651.0	11352.0
chr19	55598113	55600240	17018.0	9125.0
chr6	116615378	116617343	14036.0	7599.0
chr5	109407391	109412587	34847.0	18798.0
chr22	45158308	45164371	38916.0	21255.0
chr10	41906231	41915766	4546871.0	172022.0
chr2	47322869	47324017	11730.0	6265.0
chr1	223992213	223994927	52479.0	28455.0
chr10	131176159	131177329	20677.0	11091.0
chr1	122026457	124932724	43500473.0	15428019.0
chr21	8017935	8020730	13535.0	6612.0
chr21	8031872	8033429	5645.0	2677.0
chr21	8042483	8043593	3181.0	1318.0
chr6	31619133	31622947	29285.0	14775.0
chr6	31650975	31654145	28042.0	15546.0
chr21	32771515	32773526	15106.0	8381.0
chr6	26120704	26127602	58180.0	32297.0
chr13	75548449	75551720	21934.0	12036.0
chr18	49486099	49493436	58004.0	32166.0
chr19	39968749	39972585	39324.0	17825.0
chr8	144899623	144902381	20425.0	10997.0
chr1	11260762	11263694	19779.0	10558.0
chr2	28868299	28871513	26066.0	13986.0
chr2	28893908	28898646	32787.0	17607.0
chr7	128737359	128740573	26267.0	14312.0
chr16	1826768	1829473	19439.0	10545.0
chr1	71080741	71083029	15526.0	8682.0
chr22	22942478	22943850	11349.0	6416.0
chr6	109379042	109385687	45854.0	24748.0
chr20	26436230	30038348	23723439.0	9558386.0
chr5	34178508	34196651	398380.0	162864.0
chr18	76966642	76967765	39378.0	21072.0
chr10	70168840	70171633	20227.0	10780.0
chr6	30612174	30619400	62049.0	33683.0
chr3	136752138	136754271	17006.0	9170.0
chr16	3400195	3402408	16037.0	8730.0
chr16	3499428	3501741	16578.0	8982.0
chr11	75813304	75817526	31285.0	16708.0
chr1	70204005	70206883	19618.0	10844.0
chr12	113964644	113968677	25632.0	13933.0
chr17	82020718	82024424	25510.0	13409.0
chr7	45767175	45770638	53554.0	29335.0
chr3	179146866	179148296	11383.0	6062.0
chr2	206156668	206163832	53948.0	29147.0
chr20	31051862	31056348	2736450.0	88231.0
chr20	31057389	31076055	10143321.0	479104.0
chr1	153726540	153728013	11966.0	6365.0
chr6	27471028	27475434	33121.0	18042.0
chr17	58217686	58220389	21749.0	11723.0
chr9	92114409	92116998	17445.0	9540.0
chr1	121742947	121746090	65963.0	19852.0
chr1	121764719	121766077	32571.0	9081.0
chr1	121767454	121769087	25217.0	9646.0
chr1	121773280	121776354	50476.0	19132.0
chr15	72374569	72377071	19566.0	10544.0
chr21	5311992	5313362	20633.0	7821.0
chr11	108465826	108469133	23017.0	12542.0
chr11	108496408	108498904	17323.0	9420.0
chr12	400142	403269	23110.0	12588.0
chr15	100600575	100603321	21514.0	11551.0
chr3	48714257	48718713	31077.0	16993.0
chr19	35930537	35932788	18986.0	10027.0
chr19	35994792	35996264	12027.0	6291.0
chr1	154972346	154976763	40055.0	21682.0
chr19	11433382	11438047	35067.0	18693.0
chr11	74169580	74173274	29597.0	15417.0
chr19	47909212	47911032	60762.0	6657.0
chr19	47919878	47921291	20045.0	1551.0
chr19	47940795	47942457	21125.0	853.0
chr19	47953534	47956558	101203.0	16443.0
chr1	67682624	67690084	49156.0	27314.0
chr19	14006020	14009024	20997.0	11488.0
chr19	14080937	14083152	15645.0	8529.0
chr1	154713734	154716393	35258.0	19796.0
chr5	180807218	180812254	34585.0	18365.0
chr6	169900014	169902417	43584.0	23621.0
chr2	121754144	121756849	19731.0	10687.0
chr19	1437331	1438856	11528.0	6383.0
chr22	12954786	15054318	0.0	0.0
chrX	456782	458024	9013.0	4059.0
chr8	141492173	141493245	19429.0	5701.0
chr16	3233319	3235464	15213.0	8250.0
chr16	3281081	3284794	26432.0	14246.0
chr1	16739951	16741223	89466.0	45857.0
chr1	231526724	231530822	31601.0	17035.0
chr4	99562361	99565204	18475.0	10297.0
chr19	36113947	36115684	15627.0	8152.0
chr19	36126764	36129331	23604.0	12445.0
chr2	3376714	3381233	35779.0	19511.0
chr11	71786008	71789716	66796.0	35542.0
chr5	1797829	1802374	32327.0	17180.0
chr8	91067735	91072079	31731.0	17025.0
chr10	985704	990255	33063.0	18223.0
chr18	51197824	51199423	11846.0	6369.0
chr14	54396242	54399579	24045.0	12494.0
chr15	52566619	52570443	26257.0	14034.0
chr3	20184238	20188584	30814.0	16799.0
chr11	124952268	124956109	24138.0	13499.0
chr6	37498371	37500648	17462.0	9425.0
chr6	33199535	33202809	26570.0	14462.0
chrX	15673940	15676562	17279.0	9474.0
chr5	71585578	71589630	30259.0	16199.0
chr1	52363530	52367704	29649.0	15629.0
chr6	32174940	32179484	39962.0	21497.0
chr6	32194486	32198251	28792.0	15580.0
chr11	58050788	58052381	2608.0	1407.0
chr6	24720207	24723748	27262.0	15039.0
chr6	24773937	24778421	31031.0	16671.0
chr5	70218565	70220304	28292.0	8722.0
chr4	55946636	55950572	26294.0	14327.0
chr10	118752568	118756797	28732.0	15618.0
chr1	31643406	31646521	27013.0	14781.0
chr15	82748372	82752058	28604.0	15107.0
chr12	112124795	112127782	22127.0	11873.0
chr11	65121190	65123661	20882.0	11054.0
chr17	58004464	58008615	37990.0	19974.0
chr5	95643890	95649011	35858.0	19462.0
chr6	142146011	142148925	20944.0	11735.0
chr20	62236944	62238497	11671.0	6210.0
chr9	34458422	34459889	10714.0	5571.0
chr3	197948858	197954326	42680.0	22228.0
chr3	197955428	197962002	48122.0	25366.0
chr5	137752873	137756504	25760.0	13864.0
chr16	29972644	29975527	21821.0	11656.0
chr16	29993807	29997271	26328.0	13980.0
chr3	186108155	186111481	21487.0	11587.0
chr14	92038721	92041192	19134.0	10478.0
chr9	125237683	125242800	42013.0	22699.0
chr8	9553938	9557368	22251.0	12040.0
chr5	69092748	69096534	26001.0	13925.0
chr11	112085177	112088910	31587.0	16923.0
chr19	17074062	17077186	21962.0	11989.0
chr9	60623803	60626769	1975.0	997.0
chr9	60652687	60655217	8098.0	4499.0
chr9	60673459	60675165	7908.0	4046.0
chr14	23093990	23096473	23052.0	12548.0
chr1	16902485	16906671	62325.0	33657.0
chr19	48444424	48446904	20646.0	11169.0
chr19	48467953	48469804	14685.0	7867.0
chr4	18021208	18023477	13343.0	7513.0
chr1	85706659	85709672	22236.0	11991.0
chr7	152674895	152677695	20352.0	10924.0
chr1	23957211	23962333	40488.0	22112.0
chr1	23977661	23981722	29983.0	16309.0
chr9	121199096	121203292	26972.0	14509.0
chr5	181471664	181478179	129914.0	48206.0
chr4	88282470	88286004	23696.0	13156.0
chr4	70687442	70690072	21787.0	12069.0
chr19	36915664	36918207	15977.0	8570.0
chr6	7310568	7314932	31852.0	17340.0
chr11	83155263	83158255	23245.0	12513.0
chr7	65650511	65653585	62185.0	29061.0
chr17	7572027	7576201	33852.0	18136.0
chr8	96233556	96237044	25785.0	13884.0
chr19	5718023	5721551	26016.0	14038.0
chr19	5789773	5792467	22229.0	11285.0
chr15	23037171	23040425	20594.0	11226.0
chr16	84503304	84506910	25356.0	13959.0
chr19	43574568	43576808	17103.0	9164.0
chr19	43594333	43597911	35151.0	15905.0
chr15	101957680	101968500	465396.0	218422.0
chr3	155852402	155855587	24809.0	13391.0
chr7	154927090	154929707	19908.0	10708.0
chr1	27724381	27727067	18457.0	10124.0
chr1	27772268	27774494	17220.0	9544.0
chr19	41858889	41862927	31825.0	17197.0
chr2	149584389	149589032	32508.0	17914.0
chr1	154181097	154184300	27455.0	14708.0
chr1	144410993	144414182	80196.0	43224.0
chr1	148333614	148337281	36281.0	18960.0
chr1	36223161	36226117	24207.0	13344.0
chr1	228139246	228142540	22757.0	12163.0
chr4	13347	15940	29734.0	15816.0
chr4	17559	25795	191050.0	100814.0
chr4	50558	53664	69820.0	38777.0
chr2	203013243	203016450	22992.0	12404.0
chr2	175165332	175169748	29585.0	16281.0
chr3	47511134	47514014	22583.0	12353.0
chr12	116736119	116738865	18852.0	10061.0
chr17	30115187	30119144	28396.0	15211.0
chr16	28401417	28404564	43733.0	23318.0
chr16	28491181	28492614	10939.0	6006.0
chr16	4424035	4427286	27809.0	15032.0
chr5	73563894	73567096	22613.0	12418.0
chr2	119364901	119369119	30171.0	16254.0
chr5	70046610	70050774	44480.0	24160.0
chr19	33249654	33251026	25183.0	13083.0
chr15	88635920	88640833	35284.0	19069.0
chr1	19880891	19884224	21635.0	11974.0
chr2	113437349	113438902	44642.0	24504.0
chr3	42802507	42806108	24834.0	13829.0
chr5	140562583	140566294	28505.0	15401.0
chr7	54757380	54761482	28822.0	15804.0
chr10	67762401	67765644	22592.0	12405.0
chr9	92323761	92327108	24741.0	13592.0
chr14	104752056	104754735	17113.0	9110.0
chr11	64184449	64186285	16704.0	8952.0
chr5	70717877	70719488	66731.0	25415.0
chr5	70722926	70723979	41220.0	16290.0
chr5	70783401	70784900	30262.0	3010.0
chr19	15417243	15420665	24606.0	13274.0
chr4	120065570	120068754	23980.0	13409.0
chr4	102824398	102829880	41476.0	23111.0
chr2	54721791	54724716	21914.0	11880.0
chr17	26619210	26620397	143475.0	1824.0
chr4	931796	933353	10991.0	6038.0
chr11	125591274	125594562	25107.0	13662.0
chr17	34960020	34962879	21980.0	12010.0
chr14	73026883	73028202	11355.0	6116.0
chr14	73056622	73058787	16622.0	8918.0
chr10	51697741	51701104	23819.0	12914.0
chr10	13160279	13162874	18048.0	9951.0
chr5	69558813	69561405	40792.0	22686.0
chr22	37198859	37201296	16216.0	8832.0
chr7	36151998	36156592	29652.0	15833.0
chr12	2811667	2814826	26094.0	14061.0
chr12	2889521	2892229	19534.0	10546.0
chr5	177960337	177962188	91756.0	50378.0
chr15	43791137	43793887	20510.0	11318.0
chr10	71849470	71852907	25717.0	13770.0
chr8	7573013	7574738	17238.0	5574.0
chr8	7579898	7584080	42431.0	9750.0
chr2	216107477	216110796	24509.0	13227.0
chr11	108219070	108225889	49002.0	26408.0
chr12	387009	390961	27046.0	14568.0
chr11	3420237	3423980	70278.0	36966.0
chr1	155242753	155246249	32102.0	16976.0
chr12	109475757	109479374	24789.0	13497.0
chr7	130203925	130208086	30827.0	16902.0
chr7	66843301	66846804	31828.0	17216.0
chr8	85645321	85664116	1872154.0	165238.0
chr10	68326721	68335265	61314.0	33091.0
chr7	158146934	158149196	161477.0	25078.0
chr4	779525	784023	28635.0	15754.0
chr5	103117456	103122716	36038.0	19410.0
chr1	6783135	6785441	14692.0	7942.0
chr17	18625001	18626789	21799.0	12039.0
chr4	75512983	75516149	22747.0	12801.0
chr11	1388550	1389952	7677.0	4175.0
chr2	85594242	85596915	22194.0	11736.0
chr1	58781718	58787071	37370.0	20707.0
chr16	74984371	74986024	13109.0	7168.0
chr9	91904740	91905775	8729.0	4651.0
chr19	19137092	19140411	24831.0	13535.0
chr19	5619935	5626795	44391.0	24243.0
chr19	5678983	5682616	25036.0	13579.0
chr16	29814795	29817850	24325.0	13155.0
chr16	87738318	87739769	32098.0	17626.0
chr11	16736827	16740597	26365.0	14383.0
chr1	246024161	246025336	45515.0	16037.0
chr10	119891353	119894933	25941.0	13811.0
chr1	241846318	241849485	23358.0	12571.0
chr11	64915931	64918835	23548.0	12491.0
chr19	10568848	10570218	9675.0	5262.0
chr1	235500256	235507321	48451.0	26078.0
chr6	13613826	13616908	24130.0	13251.0
chr7	99615679	99619355	28330.0	15801.0
chr4	49101349	49104335	3082048.0	35627.0
chr4	49107204	49110946	3328471.0	51353.0
chr4	49118396	49121254	2150546.0	43262.0
chr4	49148793	49150049	1294370.0	20668.0
chr1	228780620	228783639	24572.0	12820.0
chr4	174281210	174285274	26970.0	15095.0
chr11	83283595	83288622	39831.0	21511.0
chr2	69827559	69831237	29616.0	15805.0
chr5	178203646	178204777	8766.0	4764.0
chr1	2652055	2656392	261554.0	40143.0
chr1	2669288	2672413	216087.0	53380.0
chr1	2683324	2684589	51160.0	11800.0
chr1	2686217	2688585	95730.0	18824.0
chr14	104664842	104666796	15966.0	8443.0
chr18	35495602	35498621	21890.0	12199.0
chr19	38846986	38852035	43590.0	22325.0
chr19	38897922	38901162	28105.0	14158.0
chr7	98547826	98548920	11886.0	6313.0
chr16	30921047	30923514	23989.0	13196.0
chr16	30956119	30958001	14803.0	8291.0
chr22	12308520	12310702	72130.0	30197.0
chr18	47019978	47031001	441401.0	255965.0
chr21	9246087	9249428	330720.0	103351.0
chr12	48681176	48683573	18992.0	10295.0
chr9	41187828	41189925	71388.0	39545.0
chr14	35825163	35828146	19800.0	10640.0
chr11	45846053	45849463	24782.0	13093.0
chr11	6682038	6684948	22805.0	12316.0
chr7	148329963	148331862	49146.0	25407.0
chr5	44806119	44812255	36017.0	19078.0
chr3	185584798	185587445	22373.0	12075.0
chr2	69911582	69917424	48008.0	19849.0
chr21	9361010	9366689	146873.0	61543.0
chr17	44589921	44591378	26820.0	14367.0
chr5	43310738	43315184	35249.0	18508.0
chr9	114586434	114590008	30753.0	15172.0
chr9	40595206	40602411	52682.0	20911.0
chr7	100427774	100430371	22371.0	12215.0
chr3	48555067	48561959	45514.0	24846.0
chr4	77154802	77159436	27901.0	15552.0
chr16	18401106	18404202	79028.0	42323.0
chr17	10846288	10847346	18182.0	9899.0
chr1	42763810	42768423	33148.0	18025.0
chr8	23244237	23248228	27614.0	14963.0
chr9	62530923	62533503	68563.0	37073.0
chr1	212856732	212859650	22094.0	11659.0
chr15	44710067	44714645	33807.0	18360.0
chr5	97181335	97185411	29867.0	16191.0
chr12	79931732	79937018	35039.0	19060.0
chr2	87418355	87420053	44360.0	13149.0
chr19	40748534	40753249	39271.0	20761.0
chr19	40776849	40779661	23526.0	12380.0
chr15	90994226	90996522	17283.0	9171.0
chr10	97291385	97293112	14212.0	7553.0
chr12	57750453	57754950	35041.0	18713.0
chr12	68684659	68688088	27056.0	14639.0
chr14	90381093	90385500	31418.0	17268.0
chr5	121960632	121964023	22755.0	12555.0
chr6	30211137	30215107	26475.0	14371.0
chr10	38918315	38920248	237582.0	56456.0
chr10	38958977	38962777	47231.0	13419.0
chr19	3499196	3501494	18224.0	9866.0
chr3	136195953	136197956	16985.0	9184.0
chr17	46922527	46924901	19004.0	10264.0
chr17	4141397	4145981	31412.0	16731.0
chr1	154558701	154559984	12717.0	6788.0
chr1	40038480	40041895	26456.0	14372.0
chr17	26936079	26940942	673794.0	126729.0
chr10	74149458	74152332	22323.0	11721.0
chr14	55189978	55192757	19077.0	10194.0
chr1	156192379	156194950	26444.0	13949.0
chr11	125624824	125627777	22426.0	12270.0
chr7	100704809	100708144	25245.0	13631.0
chr6	3117558	3119846	17825.0	9547.0
chr19	30337635	30338699	8220.0	4383.0
chr20	31949831	31953283	25886.0	13636.0
chr2	152174248	152177363	24679.0	13532.0
chr1	25245517	25249228	26897.0	14652.0
chr17	49675729	49678884	25963.0	13873.0
chr3	98899363	98904327	31483.0	17104.0
chr11	66958167	66959617	12706.0	6611.0
chr10	79445702	79447575	12849.0	6833.0
chr7	108524276	108528756	33979.0	18689.0
chr7	108567295	108572065	34518.0	18991.0
chr16	14832665	14835921	50843.0	27474.0
chr1	43647885	43652953	34445.0	18788.0
chr2	74506389	74508779	21147.0	11202.0
chr4	26319509	26321092	11736.0	6547.0
chr5	61407627	61411374	22306.0	12341.0
chr12	67267667	67272976	37265.0	20029.0
chr11	3795266	3799401	30877.0	16387.0
chr2	239400954	239403153	15419.0	8356.0
chr5	138541864	138545264	25697.0	14037.0
chr5	138573671	138577202	26625.0	14571.0
chr3	195708134	195711343	72296.0	41453.0
chr17	5418284	5421178	22552.0	12005.0
chr17	5486330	5488009	12677.0	6751.0
chr6	52419206	52421496	18813.0	10203.0
chr19	51106765	51109588	21016.0	11193.0
chr7	134314961	134318213	23665.0	13059.0
chr9	34328011	34330904	22695.0	11786.0
chr9	129639915	129643238	20879.0	11426.0
chr17	46578609	46580729	26475.0	14067.0
chr1	202347211	202350518	26513.0	14525.0
chr12	947975	950619	21291.0	11264.0
chr16	15092477	15095267	32515.0	17810.0
chr3	39405495	39408889	24471.0	13640.0
chr11	64594099	64596507	22762.0	11802.0
chr11	123056031	123065289	73043.0	39839.0
chr2	180005106	180008313	23527.0	12838.0
chr7	128859655	128864366	36753.0	19884.0
chr13	49441955	49446190	30260.0	16685.0
chr10	99620395	99624656	28903.0	15601.0
chr17	26884732	26886027	183561.0	6424.0
chr4	9215381	9217556	20011.0	6961.0
chr4	9233221	9235965	23569.0	4953.0
chr4	9243506	9246029	10204.0	2995.0
chr4	9247308	9250743	37538.0	10553.0
chr4	9258139	9260127	15553.0	5108.0
chr4	9267624	9269759	12876.0	4688.0
chr4	9271167	9272720	12450.0	2208.0
chr7	97116352	97120349	27014.0	14969.0
chr6	87153715	87157254	24502.0	13319.0
chr17	81424344	81426552	77452.0	39537.0
chr22	21000464	21004422	32617.0	18079.0
chr3	131380243	131383543	23315.0	12804.0
chr19	36685446	36689122	24771.0	12643.0
chr5	178152437	178154928	19830.0	10599.0
chr6	17705695	17708620	21031.0	11535.0
chr3	28344525	28350912	37942.0	21150.0
chr2	47175948	47178517	22281.0	11961.0
chr2	90291071	90294704	65029.0	24353.0
chr3	170868781	170871759	24023.0	12822.0
chr6	89636204	89640039	28271.0	15564.0
chr22	37843975	37845419	9915.0	5379.0
chr9	138229480	138233671	117583.0	62821.0
chr2	55518736	55521245	21572.0	11423.0
chr17	44185065	44188245	24963.0	13448.0
chr2	130180076	130185207	37446.0	20017.0
chr19	10104134	10106620	16578.0	8895.0
chr7	127649666	127655563	47921.0	26251.0
chr22	10770238	10772187	59370.0	31821.0
chr17	59891134	59893923	28287.0	13821.0
chr14	75258118	75260904	52519.0	42408.0
chr1	156336971	156339982	26221.0	14029.0
chr17	21659638	21668402	195910.0	95911.0
chr11	18319143	18322726	25737.0	13978.0
chr11	18392866	18397251	34641.0	18751.0
chr16	4846031	4849359	20247.0	10961.0
chr14	101946712	101949779	24295.0	13213.0
chr1	155856023	155861483	42648.0	22992.0
chr19	6198347	6200379	15983.0	8375.0
chr5	54309004	54311573	18409.0	10113.0
chr22	12159568	12161400	63638.0	18968.0
chr22	12175592	12177195	187794.0	1725.0
chr1	109424494	109428064	27240.0	14663.0
chr7	76460720	76463051	27946.0	14685.0
chr19	43752958	43758436	40811.0	21836.0
chr18	15406418	15410791	109369.0	54177.0
chr18	15460897	20861206	12186441.0	6493839.0
chr8	108442211	108446672	28543.0	15556.0
chr1	145093572	145097287	92421.0	49725.0
chr9	37463959	37467327	26103.0	14075.0
chr17	15998170	15999953	12569.0	6801.0
chr16	23556039	23560490	30263.0	16438.0
chr19	8524647	8527882	23544.0	12831.0
chr19	8591555	8593358	10972.0	5917.0
chr1	28640671	28645051	35722.0	19464.0
chr1	28647252	28650092	26658.0	14736.0
chr22	35298525	35302212	24769.0	13522.0
chr5	33439289	33443859	32822.0	17527.0
chr14	102303293	102305998	16640.0	9056.0
chr3	167731810	167736929	35372.0	18806.0
chr3	75668858	75670085	75427.0	8427.0
chr19	506022	508545	17980.0	9748.0
chr9	113059709	113063498	97361.0	53148.0
chr9	113079548	113081799	82846.0	45567.0
chr7	74788396	74789923	29614.0	16000.0
chr14	74083186	74086662	25280.0	13625.0
chr22	29265984	29271171	36129.0	19874.0
chr1	248945200	248946388	65700.0	24605.0
chr5	37368444	37372648	30300.0	16193.0
chr13	112872712	112873793	53510.0	29391.0
chr12	132828764	132830184	9614.0	5307.0
chr2	85352593	85356240	28336.0	15086.0
chr7	138000823	138003392	19479.0	10724.0
chr4	471866	475024	23576.0	12902.0
chr4	498231	500727	17217.0	9545.0
chr4	49316677	49318471	29156.0	7474.0
chr4	49321221	49323573	60043.0	9931.0
chr11	83070245	83074208	32861.0	17459.0
chr1	205119540	205123559	32878.0	18026.0
chr3	12482793	12485408	22209.0	11079.0
chr17	42607518	42610767	27878.0	14987.0
chr12	34020855	34024350	29712.0	16231.0
chr16	30370407	30372303	15652.0	8242.0
chr14	21453252	21457461	30302.0	16433.0
chr14	21476770	21478576	12662.0	6998.0
chr17	4938786	4941578	22510.0	12032.0
chr17	4965972	4970270	34300.0	18383.0
chr8	103412990	103416852	30960.0	16911.0
chr8	63166480	63171142	29509.0	16024.0
chr11	4093510	4096595	24385.0	13052.0
chr4	173333905	173336899	20096.0	11191.0
chr4	173368660	173370173	10236.0	5747.0
chr9	129035456	129038772	22647.0	12166.0
chr9	129079893	129082764	21367.0	11469.0
chr1	88682371	88687733	32598.0	17556.0
chr16	57243967	57245647	12510.0	6875.0
chr16	57298408	57302227	46347.0	17965.0
chr22	50807386	50808469	71637.0	28345.0
chr22	21418542	21419606	18164.0	10264.0
chr22	21434871	21436900	31001.0	17216.0
chr9	19378120	19382006	30079.0	16712.0
chr5	112974968	112980865	38925.0	20840.0
chr3	19945098	19950260	34531.0	18959.0
chr11	73874721	73878437	30140.0	15841.0
chr3	133570840	133573898	20419.0	11056.0
chr1	206923191	206924967	31264.0	16189.0
chr5	115623640	115626899	22336.0	12128.0
chr1	246931633	246933026	10636.0	5844.0
chr4	143511929	143515412	23653.0	13123.0
chr1	241517864	241521973	23784.0	13021.0
chr10	73165981	73169251	25022.0	13211.0
chr1	45683791	45689886	45631.0	24979.0
chr6	30488968	30490106	10043.0	5486.0
chr5	57171358	57180650	60786.0	33088.0
chr1	171484159	171487879	27477.0	15040.0
chr5	36241769	36244881	19698.0	10552.0
chr19	44843809	44846596	19038.0	10251.0
chr19	44889578	44892427	24637.0	13303.0
chr1	77975914	77980991	37627.0	20451.0
chr2	201070392	201072707	18260.0	9825.0
chr5	80405703	80410182	27574.0	15044.0
chrX	16718651	16721112	13981.0	7430.0
chrX	16785044	16786678	9815.0	5298.0
